2016,12,31,7,22, 5,18,22.82,73.07,41.19
2016,12,31,7,22, 5,28,22.86,73.15,40.85
2016,12,31,7,22, 5,38,23.09,73.55,47.46
2016,12,31,7,22, 5,48,23.25,73.86,41.10
2016,12,31,7,22, 5,58,23.29,73.93,39.81
2016,12,31,7,22, 6, 8,23.17,73.70,40.08
2016,12,31,7,22, 6,18,22.98,73.37,40.61
2016,12,31,7,22, 6,28,23.04,73.47,40.59
2016,12,31,7,22, 6,38,23.04,73.47,41.01
2016,12,31,7,22, 6,48,22.98,73.37,40.74
2016,12,31,7,22, 6,58,22.93,73.27,40.84
2016,12,31,7,22, 7, 8,22.86,73.15,41.19
2016,12,31,7,22, 7,18,22.90,73.22,41.14
2016,12,31,7,22, 7,28,22.89,73.20,40.98
2016,12,31,7,22, 7,38,22.93,73.27,40.94
2016,12,31,7,22, 7,48,22.98,73.37,40.86
2016,12,31,7,22, 7,58,22.83,73.10,41.11
2016,12,31,7,22, 8, 8,22.71,72.87,41.46
2016,12,31,7,22, 8,18,22.69,72.84,41.27
2016,12,31,7,22, 9,36,23.37,74.06,41.12
2016,12,31,7,22, 9,47,23.37,74.06,40.25
2016,12,31,7,22, 9,57,23.37,74.06,40.35
2016,12,31,7,22,10, 7,23.29,73.93,40.33
2016,12,31,7,22,10,17,23.31,73.96,39.91
2016,12,31,7,22,10,27,23.31,73.96,39.88
2016,12,31,7,22,10,37,23.25,73.86,39.92
2016,12,31,7,22,10,47,23.10,73.58,40.62
2016,12,31,7,22,10,57,22.97,73.35,40.90
2016,12,31,7,22,11, 7,22.87,73.17,41.10
2016,12,31,7,22,11,17,22.80,73.04,41.30
2016,12,31,7,22,11,27,22.72,72.90,41.90
2016,12,31,7,22,11,37,22.76,72.97,41.09
2016,12,31,7,22,11,47,22.80,73.04,41.23
2016,12,31,7,22,11,57,22.75,72.94,41.54
2016,12,31,7,22,12, 7,22.64,72.75,42.67
2016,12,31,7,22,12,17,22.72,72.90,45.89
2016,12,31,7,22,12,27,22.93,73.27,43.21
2016,12,31,7,22,12,37,22.90,73.22,41.08
2016,12,31,7,22,12,47,22.83,73.10,41.09
2016,12,31,7,22,12,57,22.85,73.12,41.21
2016,12,31,7,22,13, 7,22.89,73.20,41.71
2016,12,31,7,22,13,17,22.96,73.32,41.51
2016,12,31,7,22,13,27,23.01,73.42,40.92
2016,12,31,7,22,13,37,23.01,73.42,40.39
2016,12,31,7,22,13,47,23.04,73.47,40.81
2016,12,31,7,22,13,57,22.94,73.30,41.21
2016,12,31,7,22,14, 7,22.87,73.17,41.28
2016,12,31,7,22,14,17,22.85,73.12,41.01
2016,12,31,7,22,14,27,22.86,73.15,40.40
2016,12,31,7,22,14,37,22.96,73.32,40.52
2016,12,31,7,22,14,47,22.98,73.37,40.03
2016,12,31,7,22,14,57,23.04,73.47,39.84
2016,12,31,7,22,15, 7,23.04,73.47,40.06
2016,12,31,7,22,15,17,23.06,73.50,40.25
2016,12,31,7,22,15,27,22.94,73.30,40.33
2016,12,31,7,22,15,37,22.94,73.30,40.94
2016,12,31,7,22,15,47,22.90,73.22,41.05
2016,12,31,7,22,15,57,22.94,73.30,40.90
2016,12,31,7,22,16, 7,22.96,73.32,40.83
2016,12,31,7,22,16,17,22.91,73.25,40.98
2016,12,31,7,22,16,27,22.93,73.27,40.74
2016,12,31,7,22,16,37,22.96,73.32,40.64
2016,12,31,7,22,16,47,23.00,73.40,40.34
2016,12,31,7,22,16,57,23.04,73.47,40.34
2016,12,31,7,22,17, 7,23.09,73.55,40.40
2016,12,31,7,22,17,17,23.07,73.52,40.34
2016,12,31,7,22,17,27,23.00,73.40,40.34
2016,12,31,7,22,17,37,23.01,73.42,40.47
2016,12,31,7,22,17,47,23.01,73.42,40.35
2016,12,31,7,22,17,57,23.04,73.47,40.26
2016,12,31,7,22,18, 7,23.04,73.47,40.28
2016,12,31,7,22,18,17,23.06,73.50,40.23
2016,12,31,7,22,18,27,23.03,73.45,40.45
2016,12,31,7,22,18,37,23.01,73.42,40.41
2016,12,31,7,22,18,47,23.01,73.42,40.51
2016,12,31,7,22,18,57,23.06,73.50,40.33
2016,12,31,7,22,19, 7,23.13,73.63,40.14
2016,12,31,7,22,19,17,23.11,73.60,40.25
2016,12,31,7,22,19,27,23.13,73.63,40.32
2016,12,31,7,22,19,37,23.10,73.58,40.78
2016,12,31,7,22,19,47,23.06,73.50,40.76
2016,12,31,7,22,19,57,23.03,73.45,40.77
2016,12,31,7,22,20, 7,23.03,73.45,40.69
2016,12,31,7,22,20,17,23.04,73.47,40.63
